1.400,1.214,-0.882,-1
1.420,1.185,-0.919,-1
1.440,1.156,-0.956,-1
1.460,1.125,-0.992,-1
1.480,1.093,-1.027,-1
1.500,1.061,-1.061,-1
1.520,1.027,-1.093,-1
1.540,0.992,-1.125,-1
1.560,0.956,-1.156,-1
1.580,0.919,-1.185,-1
1.600,0.882,-1.214,-1
1.620,0.843,-1.241,-1
1.640,0.804,-1.266,-1
1.660,0.764,-1.291,-1
1.680,0.723,-1.314,-1
1.700,0.681,-1.337,-1
1.720,0.639,-1.357,-1
1.740,0.596,-1.377,-1
1.760,0.552,-1.395,-1
1.780,0.508,-1.411,-1
1.800,0.464,-1.427,-1
1.820,0.418,-1.440,-1
1.840,0.373,-1.453,-1
1.860,0.327,-1.464,-1
1.880,0.281,-1.473,-1
1.900,0.235,-1.482,-1
1.920,0.188,-1.488,-1
1.940,0.141,-1.493,-1
1.960,0.094,-1.497,-1
1.980,0.047,-1.499,-1
2.000,-0.000,-1.500,-1
2.020,-0.047,-1.499,-1
2.040,-0.094,-1.497,-1
2.060,-0.141,-1.493,-1
2.080,-0.188,-1.488,-1
2.100,-0.235,-1.482,-1
2.120,-0.281,-1.473,-1
2.140,-0.327,-1.464,-1
2.160,-0.373,-1.453,-1
2.180,-0.418,-1.440,-1
2.200,-0.464,-1.427,-1
2.220,-0.508,-1.411,-1
2.240,-0.552,-1.395,-1
2.260,-0.596,-1.377,-1
2.280,-0.639,-1.357,-1
2.300,-0.681,-1.337,-1
2.320,-0.723,-1.314,-1
2.340,-0.764,-1.291,-1
2.360,-0.804,-1.266,-1
2.380,-0.843,-1.241,-1
2.400,-0.882,-1.214,-1
2.420,-0.919,-1.185,-1
2.440,-0.956,-1.156,-1
2.460,-0.992,-1.125,-1
2.480,-1.027,-1.093,-1
2.500,-1.061,-1.061,-1
2.520,-1.093,-1.027,-1
2.540,-1.125,-0.992,-1
2.560,-1.156,-0.956,-1
2.580,-1.185,-0.919,-1
2.600,-1.214,-0.882,-1
2.620,-1.241,-0.843,-1
2.640,-1.266,-0.804,-1
2.660,-1.291,-0.764,-1
2.680,-1.314,-0.723,-1
2.700,-1.337,-0.681,-1
2.720,-1.357,-0.639,-1
2.740,-1.377,-0.596,-1
2.760,-1.395,-0.552,-1
2.780,-1.411,-0.508,-1
2.800,-1.427,-0.464,-1
2.820,-1.440,-0.418,-1
2.840,-1.453,-0.373,-1
2.860,-1.464,-0.327,-1
2.880,-1.473,-0.281,-1
2.900,-1.482,-0.235,-1
2.920,-1.488,-0.188,-1
2.940,-1.493,-0.141,-1
2.960,-1.497,-0.094,-1
2.980,-1.499,-0.047,-1
3.000,-1.500,0.000,-1
3.020,-1.499,0.047,-1
3.040,-1.497,0.094,-1
3.060,-1.493,0.141,-1
3.080,-1.488,0.188,-1
3.100,-1.482,0.235,-1
3.120,-1.473,0.281,-1
3.140,-1.464,0.327,-1
3.160,-1.453,0.373,-1
3.180,-1.440,0.418,-1
3.200,-1.427,0.464,-1
3.220,-1.411,0.508,-1
3.240,-1.395,0.552,-1
3.260,-1.377,0.596,-1
3.280,-1.357,0.639,-1
3.300,-1.337,0.681,-1
3.320,-1.314,0.723,-1
3.340,-1.291,0.764,-1
3.360,-1.266,0.804,-1
3.380,-1.241,0.843,-1
3.400,-1.214,0.882,-1
3.420,-1.185,0.919,-1
3.440,-1.156,0.956,-1
3.460,-1.125,0.992,-1
3.480,-1.093,1.027,-1
3.500,-1.061,1.061,-1
3.520,-1.027,1.093,-1
3.540,-0.992,1.125,-1
3.560,-0.956,1.156,-1
3.580,-0.919,1.185,-1
3.600,-0.882,1.214,-1
3.620,-0.843,1.241,-1
3.640,-0.804,1.266,-1
3.660,-0.764,1.291,-1
3.680,-0.723,1.314,-1
3.700,-0.681,1.337,-1
3.720,-0.639,1.357,-1
3.740,-0.596,1.377,-1
3.760,-0.552,1.395,-1
3.780,-0.508,1.411,-1
3.800,-0.464,1.427,-1
3.820,-0.418,1.440,-1
3.840,-0.373,1.453,-1
3.860,-0.327,1.464,-1
3.880,-0.281,1.473,-1
3.900,-0.235,1.482,-1
3.920,-0.188,1.488,-1
3.940,-0.141,1.493,-1
3.960,-0.094,1.497,-1
3.980,-0.047,1.499,-1
4.000,0.000,1.500,-1
4.020,0.047,1.499,-1
4.040,0.094,1.497,-1
4.060,0.141,1.493,-1
4.080,0.188,1.488,-1
4.100,0.235,1.482,-1
4.120,0.281,1.473,-1
4.140,0.327,1.464,-1
4.160,0.373,1.453,-1
4.180,0.418,1.440,-1
4.200,0.464,1.427,-1
4.220,0.508,1.411,-1
4.240,0.552,1.395,-1
4.260,0.596,1.377,-1
4.280,0.639,1.357,-1
4.300,0.681,1.337,-1
4.320,0.723,1.314,-1
4.340,0.764,1.291,-1
4.360,0.804,1.266,-1
4.380,0.843,1.241,-1
4.400,0.882,1.214,-1
4.420,0.919,1.185,-1
4.440,0.956,1.156,-1
4.460,0.992,1.125,-1
4.480,1.027,1.093,-1
4.500,1.061,1.061,-1
4.520,1.093,1.027,-1
4.540,1.125,0.992,-1
4.560,1.156,0.956,-1
4.580,1.185,0.919,-1
4.600,1.214,0.882,-1
4.620,1.241,0.843,-1
4.640,1.266,0.804,-1
4.660,1.291,0.764,-1
4.680,1.314,0.723,-1
4.700,1.337,0.681,-1
4.720,1.357,0.639,-1
4.740,1.377,0.596,-1
4.760,1.395,0.552,-1
4.780,1.411,0.508,-1
4.800,1.427,0.464,-1
4.820,1.440,0.418,-1
4.840,1.453,0.373,-1
4.860,1.464,0.327,-1
4.880,1.473,0.281,-1
4.900,1.482,0.235,-1
4.920,1.488,0.188,-1
4.940,1.493,0.141,-1
4.960,1.497,0.094,-1
4.980,1.499,0.047,-1
5.000,1.500,0.000,-1
5.020,1.499,-0.047,-1
5.040,1.497,-0.094,-1
5.060,1.493,-0.141,-1
5.080,1.488,-0.188,-1
5.100,1.482,-0.235,-1
5.120,1.473,-0.281,-1
5.140,1.464,-0.327,-1
5.160,1.453,-0.373,-1
5.180,1.440,-0.418,-1
5.200,1.427,-0.464,-1
5.220,1.411,-0.508,-1
5.240,1.395,-0.552,-1
5.260,1.377,-0.596,-1
5.280,1.357,-0.639,-1
5.300,1.337,-0.681,-1
5.320,1.314,-0.723,-1
5.340,1.291,-0.764,-1
5.360,1.266,-0.804,-1
5.380,1.241,-0.843,-1
5.400,1.214,-0.882,-1
5.420,1.185,-0.919,-1
5.440,1.156,-0.956,-1
5.460,1.125,-0.992,-1
5.480,1.093,-1.027,-1
5.500,1.061,-1.061,-1
5.520,1.027,-1.093,-1
5.540,0.992,-1.125,-1
5.560,0.956,-1.156,-1
5.580,0.919,-1.185,-1
5.600,0.882,-1.214,-1
5.620,0.843,-1.241,-1
5.640,0.804,-1.266,-1
5.660,0.764,-1.291,-1
5.680,0.723,-1.314,-1
5.700,0.681,-1.337,-1
5.720,0.639,-1.357,-1
5.740,0.596,-1.377,-1
5.760,0.552,-1.395,-1
5.780,0.508,-1.411,-1
5.800,0.464,-1.427,-1
5.820,0.418,-1.440,-1
5.840,0.373,-1.453,-1
5.860,0.327,-1.464,-1
5.880,0.281,-1.473,-1
5.900,0.235,-1.482,-1
5.920,0.188,-1.488,-1
5.940,0.141,-1.493,-1
5.960,0.094,-1.497,-1
5.980,0.047,-1.499,-1
6.000,0.000,-1.500,-1
6.020,-0.047,-1.499,-1
6.040,-0.094,-1.497,-1
6.060,-0.141,-1.493,-1
6.080,-0.188,-1.488,-1
6.100,-0.235,-1.482,-1
6.120,-0.281,-1.473,-1
6.140,-0.327,-1.464,-1
6.160,-0.373,-1.453,-1
6.180,-0.418,-1.440,-1
6.200,-0.464,-1.427,-1
6.220,-0.508,-1.411,-1
6.240,-0.552,-1.395,-1
6.260,-0.596,-1.377,-1
6.280,-0.639,-1.357,-1
6.300,-0.681,-1.337,-1
6.320,-0.723,-1.314,-1
6.340,-0.764,-1.291,-1
6.360,-0.804,-1.266,-1
6.380,-0.843,-1.241,-1
6.400,-0.882,-1.214,-1
6.420,-0.919,-1.185,-1
6.440,-0.956,-1.156,-1
6.460,-0.992,-1.125,-1
6.480,-1.027,-1.093,-1
6.500,-1.061,-1.061,-1
6.520,-1.093,-1.027,-1
6.540,-1.125,-0.992,-1
6.560,-1.156,-0.956,-1
6.580,-1.185,-0.919,-1
6.600,-1.214,-0.882,-1
6.620,-1.241,-0.843,-1
6.640,-1.266,-0.804,-1
6.660,-1.291,-0.764,-1
6.680,-1.314,-0.723,-1
6.700,-1.337,-0.681,-1
6.720,-1.357,-0.639,-1
6.740,-1.377,-0.596,-1
6.760,-1.395,-0.552,-1
6.780,-1.411,-0.508,-1
6.800,-1.427,-0.464,-1
6.820,-1.440,-0.418,-1
6.840,-1.453,-0.373,-1
6.860,-1.464,-0.327,-1
6.880,-1.473,-0.281,-1
6.900,-1.482,-0.235,-1
6.920,-1.488,-0.188,-1
6.940,-1.493,-0.141,-1
6.960,-1.497,-0.094,-1
6.980,-1.499,-0.047,-1
7.000,-1.500,-0.000,-1
7.020,-1.499,0.047,-1
7.040,-1.497,0.094,-1
7.060,-1.493,0.141,-1
7.080,-1.488,0.188,-1
7.100,-1.482,0.235,-1
7.120,-1.473,0.281,-1
7.140,-1.464,0.327,-1
7.160,-1.453,0.373,-1
7.180,-1.440,0.418,-1
7.200,-1.427,0.464,-1
7.220,-1.411,0.508,-1
7.240,-1.395,0.552,-1
7.260,-1.377,0.596,-1
7.280,-1.357,0.639,-1
7.300,-1.337,0.681,-1
7.320,-1.314,0.723,-1
7.340,-1.291,0.764,-1
7.360,-1.266,0.804,-1
7.380,-1.241,0.843,-1
7.400,-1.214,0.882,-1
7.420,-1.185,0.919,-1
7.440,-1.156,0.956,-1
7.460,-1.125,0.992,-1
7.480,-1.093,1.027,-1
7.500,-1.061,1.061,-1
7.520,-1.027,1.093,-1
7.540,-0.992,1.125,-1
7.560,-0.956,1.156,-1
7.580,-0.919,1.185,-1
7.600,-0.882,1.214,-1
7.620,-0.843,1.241,-1
7.640,-0.804,1.266,-1
7.660,-0.764,1.291,-1
7.680,-0.723,1.314,-1
7.700,-0.681,1.337,-1
7.720,-0.639,1.357,-1
7.740,-0.596,1.377,-1
7.760,-0.552,1.395,-1
7.780,-0.508,1.411,-1
7.800,-0.464,1.427,-1
7.820,-0.418,1.440,-1
7.840,-0.373,1.453,-1
7.860,-0.327,1.464,-1
7.880,-0.281,1.473,-1
7.900,-0.235,1.482,-1
7.920,-0.188,1.488,-1
7.940,-0.141,1.493,-1
7.960,-0.094,1.497,-1
7.980,-0.047,1.499,-1
8.000,-0.000,1.500,-1
8.020,0.047,1.499,-1
8.040,0.094,1.497,-1
8.060,0.141,1.493,-1
8.080,0.188,1.488,-1
8.100,0.235,1.482,-1
8.120,0.281,1.473,-1
8.140,0.327,1.464,-1
8.160,0.373,1.453,-1
8.180,0.418,1.440,-1
8.200,0.464,1.427,-1
8.220,0.508,1.411,-1
8.240,0.552,1.395,-1
8.260,0.596,1.377,-1
8.280,0.639,1.357,-1
8.300,0.681,1.337,-1
8.320,0.723,1.314,-1
8.340,0.764,1.291,-1
8.360,0.804,1.266,-1
8.380,0.843,1.241,-1
8.400,0.882,1.214,-1
8.420,0.919,1.185,-1
8.440,0.956,1.156,-1
8.460,0.992,1.125,-1
8.480,1.027,1.093,-1
8.500,1.061,1.061,-1
8.520,1.093,1.027,-1
8.540,1.125,0.992,-1
8.560,1.156,0.956,-1
8.580,1.185,0.919,-1
8.600,1.214,0.882,-1
8.620,1.241,0.843,-1
8.640,1.266,0.804,-1
8.660,1.291,0.764,-1
8.680,1.314,0.723,-1
8.700,1.337,0.681,-1
8.720,1.357,0.639,-1
8.740,1.377,0.596,-1
8.760,1.395,0.552,-1
8.780,1.411,0.508,-1
8.800,1.427,0.464,-1
8.820,1.440,0.418,-1
8.840,1.453,0.373,-1
8.860,1.464,0.327,-1
8.880,1.473,0.281,-1
8.900,1.482,0.235,-1
8.920,1.488,0.188,-1
8.940,1.493,0.141,-1
8.960,1.497,0.094,-1
8.980,1.499,0.047,-1
9.000,1.500,0.000,-1
9.020,1.499,-0.047,-1
9.040,1.497,-0.094,-1
9.060,1.493,-0.141,-1
9.080,1.488,-0.188,-1
9.100,1.482,-0.235,-1
9.120,1.473,-0.281,-1
9.140,1.464,-0.327,-1
9.160,1.453,-0.373,-1
9.180,1.440,-0.418,-1
9.200,1.427,-0.464,-1
9.220,1.411,-0.508,-1
9.240,1.395,-0.552,-1
9.260,1.377,-0.596,-1
9.280,1.357,-0.639,-1
9.300,1.337,-0.681,-1
9.320,1.314,-0.723,-1
9.340,1.291,-0.764,-1
9.360,1.266,-0.804,-1
9.380,1.241,-0.843,-1
9.400,1.214,-0.882,-1
9.420,1.185,-0.919,-1
9.440,1.156,-0.956,-1
9.460,1.125,-0.992,-1
9.480,1.093,-1.027,-1
9.500,1.061,-1.061,-1
9.520,1.027,-1.093,-1
9.540,0.992,-1.125,-1
9.560,0.956,-1.156,-1
9.580,0.919,-1.185,-1
9.600,0.882,-1.214,-1
9.620,0.843,-1.241,-1
9.640,0.804,-1.266,-1
9.660,0.764,-1.291,-1
9.680,0.723,-1.314,-1
9.700,0.681,-1.337,-1
9.720,0.639,-1.357,-1
9.740,0.596,-1.377,-1
9.760,0.552,-1.395,-1
9.780,0.508,-1.411,-1
9.800,0.464,-1.427,-1
9.820,0.418,-1.440,-1
9.840,0.373,-1.453,-1
9.860,0.327,-1.464,-1
9.880,0.281,-1.473,-1
9.900,0.235,-1.482,-1
9.920,0.188,-1.488,-1
9.940,0.141,-1.493,-1
9.960,0.094,-1.497,-1
9.980,0.047,-1.499,-1
10.000,0.000,-1.500,-1
10.020,-0.047,-1.499,-1
10.040,-0.094,-1.497,-1
10.060,-0.141,-1.493,-1
10.080,-0.188,-1.488,-1
10.100,-0.235,-1.482,-1
10.120,-0.281,-1.473,-1
10.140,-0.327,-1.464,-1
10.160,-0.373,-1.453,-1
10.180,-0.418,-1.440,-1
10.200,-0.464,-1.427,-1
10.220,-0.508,-1.411,-1
10.240,-0.552,-1.395,-1
10.260,-0.596,-1.377,-1
10.280,-0.639,-1.357,-1
10.300,-0.681,-1.337,-1
10.320,-0.723,-1.314,-1
10.340,-0.764,-1.291,-1
10.360,-0.804,-1.266,-1
10.380,-0.843,-1.241,-1
10.400,-0.882,-1.214,-1
10.420,-0.919,-1.185,-1
10.440,-0.956,-1.156,-1
10.460,-0.992,-1.125,-1
10.480,-1.027,-1.093,-1
10.500,-1.061,-1.061,-1
10.520,-1.093,-1.027,-1
10.540,-1.125,-0.992,-1
10.560,-1.156,-0.956,-1
10.580,-1.185,-0.919,-1
10.600,-1.214,-0.882,-1
10.620,-1.241,-0.843,-1
10.640,-1.266,-0.804,-1
10.660,-1.291,-0.764,-1
10.680,-1.314,-0.723,-1
10.700,-1.337,-0.681,-1
10.720,-1.357,-0.639,-1
10.740,-1.377,-0.596,-1
10.760,-1.395,-0.552,-1
10.780,-1.411,-0.508,-1
10.800,-1.427,-0.464,-1
10.820,-1.440,-0.418,-1
10.840,-1.453,-0.373,-1
10.860,-1.464,-0.327,-1
10.880,-1.473,-0.281,-1
10.900,-1.482,-0.235,-1
10.920,-1.488,-0.188,-1
10.940,-1.493,-0.141,-1
10.960,-1.497,-0.094,-1
10.980,-1.499,-0.047,-1
11.000,-1.500,-0.000,-1
11.020,-1.499,0.047,-1
11.040,-1.497,0.094,-1
11.060,-1.493,0.141,-1
11.080,-1.488,0.188,-1
11.100,-1.482,0.235,-1
11.120,-1.473,0.281,-1
11.140,-1.464,0.327,-1
11.160,-1.453,0.373,-1
11.180,-1.440,0.418,-1
11.200,-1.427,0.464,-1
11.220,-1.411,0.508,-1
11.240,-1.395,0.552,-1
11.260,-1.377,0.596,-1
11.280,-1.357,0.639,-1
11.300,-1.337,0.681,-1
11.320,-1.314,0.723,-1
11.340,-1.291,0.764,-1
11.360,-1.266,0.804,-1
11.380,-1.241,0.843,-1
11.400,-1.214,0.882,-1
11.420,-1.185,0.919,-1
11.440,-1.156,0.956,-1
11.460,-1.125,0.992,-1
11.480,-1.093,1.027,-1
11.500,-1.061,1.061,-1
11.520,-1.027,1.093,-1
11.540,-0.992,1.125,-1
11.560,-0.956,1.156,-1
11.580,-0.919,1.185,-1
11.600,-0.882,1.214,-1
11.620,-0.843,1.241,-1
11.640,-0.804,1.266,-1
11.660,-0.764,1.291,-1
11.680,-0.723,1.314,-1
11.700,-0.681,1.337,-1
11.720,-0.639,1.357,-1
11.740,-0.596,1.377,-1
11.760,-0.552,1.395,-1
11.780,-0.508,1.411,-1
11.800,-0.464,1.427,-1
11.820,-0.418,1.440,-1
11.840,-0.373,1.453,-1
11.860,-0.327,1.464,-1
11.880,-0.281,1.473,-1
11.900,-0.235,1.482,-1
11.920,-0.188,1.488,-1
11.940,-0.141,1.493,-1
11.960,-0.094,1.497,-1
11.980,-0.047,1.499,-1
12.000,-0.000,1.500,-1
